original_smiles,augmented_smiles,augmentation_type,scaffold,split
Fc1c(cccc1-c1cncnc1)C1(N=C(N)N(C)C1=O)c1ccc(OC(F)(F)F)cc1,CN1C(=N)NC(c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cncnc3)c2F)C1=O,tautomer,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cncnc2)c1,test
Fc1c(cccc1-c1cncnc1)C1(N=C(N)N(C)C1=O)c1ccc(OC(F)(F)F)cc1,CN1C(=O)C(c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cncnc3)c2F)N=C1N,tautomer,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cncnc2)c1,test
S(=O)(=O)(N(C)c1cc(cc(c1)COCC([NH3+])(Cc1ccccc1)CO)C(=O)NC(C)c1ccc(F)cc1)C,S(=O)(=O)(N(C)c1cc(cc(c1)COCC([NH3+])(Cc1ccccc1)CO)C(=O)NC(C)c1ccc(F)cc1)C,original,O=C(NCc1ccccc1)c1cccc(COCCCc2ccccc2)c1,train
S(=O)(=O)(N(C)c1cc(cc(c1)COCC([NH3+])(Cc1ccccc1)CO)C(=O)NC(C)c1ccc(F)cc1)C,c1cc(ccc1C(C)NC(=O)c1cc(COCC(Cc2ccccc2)(CO)[NH3+])cc(c1)N(S(=O)(=O)C)C)F,random_smiles,O=C(NCc1ccccc1)c1cccc(COCCCc2ccccc2)c1,train
S(=O)(=O)(N(C)c1cc(cc(c1)COCC([NH3+])(Cc1ccccc1)CO)C(=O)NC(C)c1ccc(F)cc1)C,c1(F)ccc(C(NC(c2cc(N(S(=O)(C)=O)C)cc(c2)COCC([NH3+])(Cc2ccccc2)CO)=O)C)cc1,random_smiles,O=C(NCc1ccccc1)c1cccc(COCCCc2ccccc2)c1,train
S(=O)(=O)(N(C)c1cc(cc(c1)COCC([NH3+])(Cc1ccccc1)CO)C(=O)NC(C)c1ccc(F)cc1)C,[NH3+]C(COCc1cc(C(=O)NC(c2ccc(F)cc2)C)cc(N(S(C)(=O)=O)C)c1)(Cc1ccccc1)CO,random_smiles,O=C(NCc1ccccc1)c1cccc(COCCCc2ccccc2)c1,train
S(=O)(=O)(N(C)c1cc(cc(c1)COCC([NH3+])(Cc1ccccc1)CO)C(=O)NC(C)c1ccc(F)cc1)C,c1(C(NC(c2cc(COCC(CO)([NH3+])Cc3ccccc3)cc(N(C)S(=O)(C)=O)c2)=O)C)ccc(F)cc1,random_smiles,O=C(NCc1ccccc1)c1cccc(COCCCc2ccccc2)c1,train
S(=O)(=O)(N(C)c1cc(cc(c1)COCC([NH3+])(Cc1ccccc1)CO)C(=O)NC(C)c1ccc(F)cc1)C,S(=O)(N(C)c1cc(cc(C(=O)NC(c2ccc(cc2)F)C)c1)COCC(Cc1ccccc1)([NH3+])CO)(=O)C,random_smiles,O=C(NCc1ccccc1)c1cccc(COCCCc2ccccc2)c1,train
S(=O)(=O)(N(C)c1cc(cc(c1)COCC([NH3+])(Cc1ccccc1)CO)C(=O)NC(C)c1ccc(F)cc1)C,CC(NC(=O)c1cc(COCC([NH3+])(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,tautomer,O=C(NCc1ccccc1)c1cccc(COCCCc2ccccc2)c1,train
S(=O)(=O)(N(C)c1cc(cc(c1)COCC([NH3+])(Cc1ccccc1)CO)C(=O)NC(C)c1ccc(F)cc1)C,CC(N=C(O)c1cc(COCC([NH3+])(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,tautomer,O=C(NCc1ccccc1)c1cccc(COCCCc2ccccc2)c1,train
FC(F)(F)c1ccc(nc1)C(=O)Nc1cc(ccc1)C1(N=C(N)CN(C)C1=O)C,FC(F)(F)c1ccc(nc1)C(=O)Nc1cc(ccc1)C1(N=C(N)CN(C)C1=O)C,original,O=C(Nc1cccc(C2N=CCNC2=O)c1)c1ccccn1,train
FC(F)(F)c1ccc(nc1)C(=O)Nc1cc(ccc1)C1(N=C(N)CN(C)C1=O)C,c1(cnc(C(Nc2cccc(C3(C)N=C(N)CN(C)C3=O)c2)=O)cc1)C(F)(F)F,random_smiles,O=C(Nc1cccc(C2N=CCNC2=O)c1)c1ccccn1,train
FC(F)(F)c1ccc(nc1)C(=O)Nc1cc(ccc1)C1(N=C(N)CN(C)C1=O)C,C(Nc1cccc(c1)C1(C)C(N(CC(N)=N1)C)=O)(=O)c1ccc(C(F)(F)F)cn1,random_smiles,O=C(Nc1cccc(C2N=CCNC2=O)c1)c1ccccn1,train
FC(F)(F)c1ccc(nc1)C(=O)Nc1cc(ccc1)C1(N=C(N)CN(C)C1=O)C,c1(cc(C2(C)C(N(CC(=N2)N)C)=O)ccc1)NC(=O)c1ccc(C(F)(F)F)cn1,random_smiles,O=C(Nc1cccc(C2N=CCNC2=O)c1)c1ccccn1,train
FC(F)(F)c1ccc(nc1)C(=O)Nc1cc(ccc1)C1(N=C(N)CN(C)C1=O)C,c1(ccc(C(=O)Nc2cccc(C3(C)N=C(CN(C)C3=O)N)c2)nc1)C(F)(F)F,random_smiles,O=C(Nc1cccc(C2N=CCNC2=O)c1)c1ccccn1,train
FC(F)(F)c1ccc(nc1)C(=O)Nc1cc(ccc1)C1(N=C(N)CN(C)C1=O)C,C1(N=C(N)CN(C1=O)C)(C)c1cc(NC(=O)c2ncc(cc2)C(F)(F)F)ccc1,random_smiles,O=C(Nc1cccc(C2N=CCNC2=O)c1)c1ccccn1,train
FC(F)(F)c1ccc(nc1)C(=O)Nc1cc(ccc1)C1(N=C(N)CN(C)C1=O)C,CN1CC(=N)NC(C)(c2cccc(N=C(O)c3ccc(C(F)(F)F)cn3)c2)C1=O,tautomer,O=C(Nc1cccc(C2N=CCNC2=O)c1)c1ccccn1,train
FC(F)(F)c1ccc(nc1)C(=O)Nc1cc(ccc1)C1(N=C(N)CN(C)C1=O)C,CN1CC(N)=NC(C)(c2cccc(N=C(O)c3ccc(C(F)(F)F)cn3)c2)C1=O,tautomer,O=C(Nc1cccc(C2N=CCNC2=O)c1)c1ccccn1,train
FC(F)(F)c1ccc(nc1)C(=O)Nc1cc(ccc1)C1(N=C(N)CN(C)C1=O)C,CN1CC(=N)NC(C)(c2cccc(NC(=O)c3ccc(C(F)(F)F)cn3)c2)C1=O,tautomer,O=C(Nc1cccc(C2N=CCNC2=O)c1)c1ccccn1,train
Fc1c2c(ccc1)C(N=C2N)(c1cc(nc(c1)C)C)c1cc(ccc1)-c1cncnc1,Fc1c2c(ccc1)C(N=C2N)(c1cc(nc(c1)C)C)c1cc(ccc1)-c1cncnc1,original,C1=NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)c2ccccc21,train
Fc1c2c(ccc1)C(N=C2N)(c1cc(nc(c1)C)C)c1cc(ccc1)-c1cncnc1,c12cccc(c1C(=NC2(c1cc(-c2cncnc2)ccc1)c1cc(nc(c1)C)C)N)F,random_smiles,C1=NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)c2ccccc21,train
Fc1c2c(ccc1)C(N=C2N)(c1cc(nc(c1)C)C)c1cc(ccc1)-c1cncnc1,n1cncc(c1)-c1cccc(c1)C1(c2cc(C)nc(c2)C)N=C(N)c2c(cccc21)F,random_smiles,C1=NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)c2ccccc21,train
Fc1c2c(ccc1)C(N=C2N)(c1cc(nc(c1)C)C)c1cc(ccc1)-c1cncnc1,c1ccc(cc1C1(c2cc(nc(c2)C)C)N=C(N)c2c1cccc2F)-c1cncnc1,random_smiles,C1=NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)c2ccccc21,train
Fc1c2c(ccc1)C(N=C2N)(c1cc(nc(c1)C)C)c1cc(ccc1)-c1cncnc1,c1c(cc(C)nc1C)C1(c2cccc(c2C(=N1)N)F)c1cccc(c1)-c1cncnc1,random_smiles,C1=NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)c2ccccc21,train
Fc1c2c(ccc1)C(N=C2N)(c1cc(nc(c1)C)C)c1cc(ccc1)-c1cncnc1,c1c(cncn1)-c1cc(ccc1)C1(N=C(c2c(F)cccc21)N)c1cc(nc(c1)C)C,random_smiles,C1=NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)c2ccccc21,train
Fc1c2c(ccc1)C(N=C2N)(c1cc(nc(c1)C)C)c1cc(ccc1)-c1cncnc1,Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc(C)n1,tautomer,C1=NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)c2ccccc21,train
Fc1c2c(ccc1)C(N=C2N)(c1cc(nc(c1)C)C)c1cc(ccc1)-c1cncnc1,C=C1C=C(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)C=C(C)N1,tautomer,C1=NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)c2ccccc21,train
Fc1c2c(ccc1)C(N=C2N)(c1cc(nc(c1)C)C)c1cc(ccc1)-c1cncnc1,C=C1C=C(C2(c3cccc(-c4cncnc4)c3)NC(=N)c3c(F)cccc32)C=C(C)N1,tautomer,C1=NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)c2ccccc21,train
O=C1N(CCCCCC)C(=NC1(C1CCCCC1)c1ccccc1)N,O=C1N(CCCCCC)C(=NC1(C1CCCCC1)c1ccccc1)N,original,O=C1NC=NC1(c1ccccc1)C1CCCCC1,train
O=C1N(CCCCCC)C(=NC1(C1CCCCC1)c1ccccc1)N,C(CCC)CCN1C(N)=NC(C2CCCCC2)(C1=O)c1ccccc1,random_smiles,O=C1NC=NC1(c1ccccc1)C1CCCCC1,train
O=C1N(CCCCCC)C(=NC1(C1CCCCC1)c1ccccc1)N,C(CN1C(N)=NC(c2ccccc2)(C2CCCCC2)C1=O)CCCC,random_smiles,O=C1NC=NC1(c1ccccc1)C1CCCCC1,train
O=C1N(CCCCCC)C(=NC1(C1CCCCC1)c1ccccc1)N,C1(=NC(c2ccccc2)(C2CCCCC2)C(N1CCCCCC)=O)N,random_smiles,O=C1NC=NC1(c1ccccc1)C1CCCCC1,train
O=C1N(CCCCCC)C(=NC1(C1CCCCC1)c1ccccc1)N,c1cc(C2(C3CCCCC3)C(=O)N(C(N)=N2)CCCCCC)ccc1,random_smiles,O=C1NC=NC1(c1ccccc1)C1CCCCC1,train
O=C1N(CCCCCC)C(=NC1(C1CCCCC1)c1ccccc1)N,C(CCCCC)N1C(N)=NC(C1=O)(C1CCCCC1)c1ccccc1,random_smiles,O=C1NC=NC1(c1ccccc1)C1CCCCC1,train
O=C1N(CCCCCC)C(=NC1(C1CCCCC1)c1ccccc1)N,CCCCCCN1C(=N)NC(c2ccccc2)(C2CCCCC2)C1=O,tautomer,O=C1NC=NC1(c1ccccc1)C1CCCCC1,train
O=C1N(CCCCCC)C(=NC1(C1CCCCC1)c1ccccc1)N,CCCCCCN1C(=O)C(c2ccccc2)(C2CCCCC2)N=C1N,tautomer,O=C1NC=NC1(c1ccccc1)C1CCCCC1,train
Fc1ccc(cc1-c1cncnc1)[C@@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)(F)F)cc1,Fc1ccc(cc1-c1cncnc1)[C@@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)(F)F)cc1,original,O=C1NC=N[C@@]1(c1ccccc1)c1cccc(-c2cncnc2)c1,train
Fc1ccc(cc1-c1cncnc1)[C@@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)(F)F)cc1,c1c([C@]2(c3ccc(F)c(c3)-c3cncnc3)C(N(C(N)=N2)C)=O)ccc(c1)OC(F)(F)F,random_smiles,O=C1NC=N[C@@]1(c1ccccc1)c1cccc(-c2cncnc2)c1,train
Fc1ccc(cc1-c1cncnc1)[C@@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)(F)F)cc1,c1([C@]2(N=C(N)N(C)C2=O)c2ccc(c(-c3cncnc3)c2)F)ccc(OC(F)(F)F)cc1,random_smiles,O=C1NC=N[C@@]1(c1ccccc1)c1cccc(-c2cncnc2)c1,train
Fc1ccc(cc1-c1cncnc1)[C@@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)(F)F)cc1,c1ncc(-c2c(ccc(c2)[C@@]2(N=C(N(C)C2=O)N)c2ccc(cc2)OC(F)(F)F)F)cn1,random_smiles,O=C1NC=N[C@@]1(c1ccccc1)c1cccc(-c2cncnc2)c1,train
Fc1ccc(cc1-c1cncnc1)[C@@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)(F)F)cc1,[C@]1(c2ccc(c(c2)-c2cncnc2)F)(c2ccc(cc2)OC(F)(F)F)C(=O)N(C(=N1)N)C,random_smiles,O=C1NC=N[C@@]1(c1ccccc1)c1cccc(-c2cncnc2)c1,train
Fc1ccc(cc1-c1cncnc1)[C@@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)(F)F)cc1,C(Oc1ccc(cc1)[C@]1(c2cc(-c3cncnc3)c(cc2)F)C(N(C(=N1)N)C)=O)(F)(F)F,random_smiles,O=C1NC=N[C@@]1(c1ccccc1)c1cccc(-c2cncnc2)c1,train
Fc1ccc(cc1-c1cncnc1)[C@@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)(F)F)cc1,CN1C(=O)[C@](c2ccc(OC(F)(F)F)cc2)(c2ccc(F)c(-c3cncnc3)c2)N=C1N,tautomer,O=C1NC=N[C@@]1(c1ccccc1)c1cccc(-c2cncnc2)c1,train
Fc1ccc(cc1-c1cncnc1)[C@@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)(F)F)cc1,CN1C(=N)N[C@@](c2ccc(OC(F)(F)F)cc2)(c2ccc(F)c(-c3cncnc3)c2)C1=O,tautomer,O=C1NC=N[C@@]1(c1ccccc1)c1cccc(-c2cncnc2)c1,train
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCNC2=O)ccc1,Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCNC2=O)ccc1,original,O=C1NCCN1c1cccc(C2([NH2+]CCCCc3ccccc3)CCCCC2)c1,train
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCNC2=O)ccc1,N1C(N(c2cc(ccc2)C2(CCCCC2)[NH2+]CC(O)C(NC(C)=O)Cc2cc(F)cc(c2)F)CC1)=O,random_smiles,O=C1NCCN1c1cccc(C2([NH2+]CCCCc3ccccc3)CCCCC2)c1,train
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCNC2=O)ccc1,c1(N2CCNC2=O)cccc(C2(CCCCC2)[NH2+]CC(C(NC(=O)C)Cc2cc(cc(F)c2)F)O)c1,random_smiles,O=C1NCCN1c1cccc(C2([NH2+]CCCCc3ccccc3)CCCCC2)c1,train
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCNC2=O)ccc1,Fc1cc(F)cc(CC(C(C[NH2+]C2(CCCCC2)c2cccc(N3CCNC3=O)c2)O)NC(=O)C)c1,random_smiles,O=C1NCCN1c1cccc(C2([NH2+]CCCCc3ccccc3)CCCCC2)c1,train
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCNC2=O)ccc1,c1(cc(F)cc(c1)CC(C(O)C[NH2+]C1(CCCCC1)c1cccc(c1)N1C(NCC1)=O)NC(C)=O)F,random_smiles,O=C1NCCN1c1cccc(C2([NH2+]CCCCc3ccccc3)CCCCC2)c1,train
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCNC2=O)ccc1,C1CN(c2cc(C3([NH2+]CC(O)C(NC(C)=O)Cc4cc(cc(c4)F)F)CCCCC3)ccc2)C(=O)N1,random_smiles,O=C1NCCN1c1cccc(C2([NH2+]CCCCc3ccccc3)CCCCC2)c1,train
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCNC2=O)ccc1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(N3CCN=C3O)c2)CCCCC1,tautomer,O=C1NCCN1c1cccc(C2([NH2+]CCCCc3ccccc3)CCCCC2)c1,train
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCNC2=O)ccc1,C=C(O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(N3CCNC3=O)c2)CCCCC1,tautomer,O=C1NCCN1c1cccc(C2([NH2+]CCCCc3ccccc3)CCCCC2)c1,train
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCNC2=O)ccc1,C=C(O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(N3CCN=C3O)c2)CCCCC1,tautomer,O=C1NCCN1c1cccc(C2([NH2+]CCCCc3ccccc3)CCCCC2)c1,train
Brc1cc(ccc1O)CC1CS(=O)(=O)CC([NH2+]Cc2cc(OC(C)C)ccc2)C1O,Brc1cc(ccc1O)CC1CS(=O)(=O)CC([NH2+]Cc2cc(OC(C)C)ccc2)C1O,original,O=S1(=O)CC(Cc2ccccc2)CC([NH2+]Cc2ccccc2)C1,train
Brc1cc(ccc1O)CC1CS(=O)(=O)CC([NH2+]Cc2cc(OC(C)C)ccc2)C1O,c1(cccc(OC(C)C)c1)C[NH2+]C1CS(=O)(CC(C1O)Cc1cc(c(cc1)O)Br)=O,random_smiles,O=S1(=O)CC(Cc2ccccc2)CC([NH2+]Cc2ccccc2)C1,train
Brc1cc(ccc1O)CC1CS(=O)(=O)CC([NH2+]Cc2cc(OC(C)C)ccc2)C1O,c1(CC2CS(=O)(=O)CC(C2O)[NH2+]Cc2cccc(c2)OC(C)C)ccc(O)c(c1)Br,random_smiles,O=S1(=O)CC(Cc2ccccc2)CC([NH2+]Cc2ccccc2)C1,train
Brc1cc(ccc1O)CC1CS(=O)(=O)CC([NH2+]Cc2cc(OC(C)C)ccc2)C1O,c1(cc(C[NH2+]C2CS(=O)(CC(Cc3cc(c(O)cc3)Br)C2O)=O)ccc1)OC(C)C,random_smiles,O=S1(=O)CC(Cc2ccccc2)CC([NH2+]Cc2ccccc2)C1,train
Brc1cc(ccc1O)CC1CS(=O)(=O)CC([NH2+]Cc2cc(OC(C)C)ccc2)C1O,C1S(=O)(=O)CC(Cc2cc(c(cc2)O)Br)C(C1[NH2+]Cc1cc(ccc1)OC(C)C)O,random_smiles,O=S1(=O)CC(Cc2ccccc2)CC([NH2+]Cc2ccccc2)C1,train
Brc1cc(ccc1O)CC1CS(=O)(=O)CC([NH2+]Cc2cc(OC(C)C)ccc2)C1O,c1c(c(O)ccc1CC1C(C(CS(=O)(=O)C1)[NH2+]Cc1cccc(c1)OC(C)C)O)Br,random_smiles,O=S1(=O)CC(Cc2ccccc2)CC([NH2+]Cc2ccccc2)C1,train
Brc1cc(ccc1O)CC1CS(=O)(=O)CC([NH2+]Cc2cc(OC(C)C)ccc2)C1O,CC(C)Oc1cccc(C[NH2+]C2CS(=O)(=O)CC(CC3=CCC(=O)C(Br)=C3)C2O)c1,tautomer,O=S1(=O)CC(Cc2ccccc2)CC([NH2+]Cc2ccccc2)C1,train
Brc1cc(ccc1O)CC1CS(=O)(=O)CC([NH2+]Cc2cc(OC(C)C)ccc2)C1O,CC(C)Oc1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3ccc(O)c(Br)c3)C2O)c1,tautomer,O=S1(=O)CC(Cc2ccccc2)CC([NH2+]Cc2ccccc2)C1,train
n1cc(ccc1)-c1cc(ccc1)C1(N=C(C)C(=N1)N)C1CCCCC1,n1cc(ccc1)-c1cc(ccc1)C1(N=C(C)C(=N1)N)C1CCCCC1,original,C1=NC(c2cccc(-c3cccnc3)c2)(C2CCCCC2)N=C1,test
n1cc(ccc1)-c1cc(ccc1)C1(N=C(C)C(=N1)N)C1CCCCC1,C1CCC(C2(c3cccc(c3)-c3cnccc3)N=C(C(=N2)C)N)CC1,random_smiles,C1=NC(c2cccc(-c3cccnc3)c2)(C2CCCCC2)N=C1,test
n1cc(ccc1)-c1cc(ccc1)C1(N=C(C)C(=N1)N)C1CCCCC1,c1ncc(cc1)-c1cc(C2(N=C(N)C(C)=N2)C2CCCCC2)ccc1,random_smiles,C1=NC(c2cccc(-c3cccnc3)c2)(C2CCCCC2)N=C1,test
n1cc(ccc1)-c1cc(ccc1)C1(N=C(C)C(=N1)N)C1CCCCC1,c1(-c2cccnc2)cccc(C2(C3CCCCC3)N=C(C(=N2)N)C)c1,random_smiles,C1=NC(c2cccc(-c3cccnc3)c2)(C2CCCCC2)N=C1,test
n1cc(ccc1)-c1cc(ccc1)C1(N=C(C)C(=N1)N)C1CCCCC1,C1CC(C2(N=C(N)C(C)=N2)c2cc(ccc2)-c2cccnc2)CCC1,random_smiles,C1=NC(c2cccc(-c3cccnc3)c2)(C2CCCCC2)N=C1,test
n1cc(ccc1)-c1cc(ccc1)C1(N=C(C)C(=N1)N)C1CCCCC1,C1(C2CCCCC2)(c2cccc(c2)-c2cnccc2)N=C(C)C(=N1)N,random_smiles,C1=NC(c2cccc(-c3cccnc3)c2)(C2CCCCC2)N=C1,test
n1cc(ccc1)-c1cc(ccc1)C1(N=C(C)C(=N1)N)C1CCCCC1,CC1=NC(c2cccc(-c3cccnc3)c2)(C2CCCCC2)N=C1N,tautomer,C1=NC(c2cccc(-c3cccnc3)c2)(C2CCCCC2)N=C1,test
n1cc(ccc1)-c1cc(ccc1)C1(N=C(C)C(=N1)N)C1CCCCC1,CC1=NC(c2cccc(-c3cccnc3)c2)(C2CCCCC2)NC1=N,tautomer,C1=NC(c2cccc(-c3cccnc3)c2)(C2CCCCC2)N=C1,test
FC(F)(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1ccccc1,FC(F)(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1ccccc1,original,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1ccccc1,c1(ccccc1)[C@@]1(C(=O)N(C(=N1)N)C)c1ccc(cc1)OC(F)(F)F,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1ccccc1,[C@]1(c2ccccc2)(c2ccc(OC(F)(F)F)cc2)N=C(N(C)C1=O)N,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1ccccc1,c1(ccccc1)[C@]1(N=C(N)N(C1=O)C)c1ccc(cc1)OC(F)(F)F,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1ccccc1,FC(Oc1ccc(cc1)[C@]1(c2ccccc2)N=C(N)N(C1=O)C)(F)F,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1ccccc1,c1ccccc1[C@@]1(C(=O)N(C(=N1)N)C)c1ccc(cc1)OC(F)(F)F,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1ccccc1,CN1C(=N)N[C@@](c2ccccc2)(c2ccc(OC(F)(F)F)cc2)C1=O,tautomer,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1ccccc1,CN1C(=O)[C@](c2ccccc2)(c2ccc(OC(F)(F)F)cc2)N=C1N,tautomer,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)(F)Oc1ccc(cc1)C1([NH+]=C(N2C1=NCCC2)N)c1cc(ccc1)CCC,FC(F)(F)Oc1ccc(cc1)C1([NH+]=C(N2C1=NCCC2)N)c1cc(ccc1)CCC,original,C1=[NH+]C(c2ccccc2)(c2ccccc2)C2=NCCCN12,test
FC(F)(F)Oc1ccc(cc1)C1([NH+]=C(N2C1=NCCC2)N)c1cc(ccc1)CCC,c1c(C2(c3cc(CCC)ccc3)[NH+]=C(N3C2=NCCC3)N)ccc(c1)OC(F)(F)F,random_smiles,C1=[NH+]C(c2ccccc2)(c2ccccc2)C2=NCCCN12,test
FC(F)(F)Oc1ccc(cc1)C1([NH+]=C(N2C1=NCCC2)N)c1cc(ccc1)CCC,c1cc(ccc1C1(c2cccc(c2)CCC)C2=NCCCN2C(N)=[NH+]1)OC(F)(F)F,random_smiles,C1=[NH+]C(c2ccccc2)(c2ccccc2)C2=NCCCN12,test
FC(F)(F)Oc1ccc(cc1)C1([NH+]=C(N2C1=NCCC2)N)c1cc(ccc1)CCC,C(Cc1cccc(C2(c3ccc(OC(F)(F)F)cc3)[NH+]=C(N)N3C2=NCCC3)c1)C,random_smiles,C1=[NH+]C(c2ccccc2)(c2ccccc2)C2=NCCCN12,test
FC(F)(F)Oc1ccc(cc1)C1([NH+]=C(N2C1=NCCC2)N)c1cc(ccc1)CCC,FC(Oc1ccc(cc1)C1(c2cc(ccc2)CCC)C2N(C(N)=[NH+]1)CCCN=2)(F)F,random_smiles,C1=[NH+]C(c2ccccc2)(c2ccccc2)C2=NCCCN12,test
FC(F)(F)Oc1ccc(cc1)C1([NH+]=C(N2C1=NCCC2)N)c1cc(ccc1)CCC,C12=NCCCN2C(=[NH+]C1(c1cc(CCC)ccc1)c1ccc(cc1)OC(F)(F)F)N,random_smiles,C1=[NH+]C(c2ccccc2)(c2ccccc2)C2=NCCCN12,test
FC(F)(F)Oc1ccc(cc1)C1([NH+]=C(N2C1=NCCC2)N)c1cc(ccc1)CCC,CCCc1cccc(C2(c3ccc(OC(F)(F)F)cc3)[NH+]=C(N)N3CCCN=C32)c1,tautomer,C1=[NH+]C(c2ccccc2)(c2ccccc2)C2=NCCCN12,test
S1(=O)(=O)CC(Cc2cc3c([nH]nc3)cc2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,S1(=O)(=O)CC(Cc2cc3c([nH]nc3)cc2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,original,O=S1(=O)CC(Cc2ccc3[nH]ncc3c2)CC([NH2+]Cc2ccccc2)C1,train
S1(=O)(=O)CC(Cc2cc3c([nH]nc3)cc2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,C(C1C(C(CS(=O)(=O)C1)[NH2+]Cc1cccc(C(C)(C)C)c1)O)c1ccc2c(c1)cn[nH]2,random_smiles,O=S1(=O)CC(Cc2ccc3[nH]ncc3c2)CC([NH2+]Cc2ccccc2)C1,train
S1(=O)(=O)CC(Cc2cc3c([nH]nc3)cc2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,CC(c1cc(ccc1)C[NH2+]C1C(O)C(CS(C1)(=O)=O)Cc1cc2c(cc1)[nH]nc2)(C)C,random_smiles,O=S1(=O)CC(Cc2ccc3[nH]ncc3c2)CC([NH2+]Cc2ccccc2)C1,train
